empresa,Nome,cpf_cnpj,data_compra,veiculo_porte,tipo_veiculo,medida_pneu,Remolde,Qnt_vendas,Vr_unitario,Vr_Total
Não,Alícia Cavalcanti,058.132.497-88,09/05/2025,grande,caminhão,205/60.17,Sim,4,160.26,641.04
Não,Maria Clara Santos,709.563.142-52,15/04/2024,grande,caminhão,205/65.15,Não,5,234.75,1173.75
Sim,Costela,97.430.286/0001-87,07/01/2025,medio,carro,165/75.16,Não,2,232.27,464.54
Sim,Almeida,59.608.342/0001-31,16/01/2024,medio,carro,165/65.16,Não,3,201.46,604.38
Não,Kamilly Teixeira,598.742.631-64,01/06/2024,medio,carro,185/65.15,Não,6,239.02,1434.12
Não,Sra. Anna Liz da Rosa,320.518.746-62,30/05/2023,medio,carro,175/75.13,Sim,3,171.22,513.66
Sim,Nascimento,04.163.295/0001-78,01/03/2024,grande,caminhão,215/70.15,Sim,5,153.46,767.3
Sim,Cavalcante,65.098.174/0001-84,25/03/2023,medio,carro,195/75.14,Não,1,216.09,216.09
Não,Maria Casa Grande,284.690.317-40,17/01/2025,medio,carro,175/75.13,Não,2,243.12,486.24
Não,Gabrielly da Cunha,096.584.273-83,13/11/2023,medio,carro,165/75.15,Sim,5,155.52,777.6
Sim,Aparecida,73.916.485/0001-31,11/07/2024,grande,caminhão,225/70.15,Não,6,239.58,1437.48
Não,Helena Ramos,097.423.851-14,01/06/2023,medio,carro,195/65.14,Não,6,232.26,1393.56
Sim,Sampaio,85.960.143/0001-06,01/03/2023,grande,caminhão,215/60.15,Não,3,231.87,695.61
Sim,Aparecida,73.916.485/0001-31,26/08/2022,grande,caminhão,205/45.17,Não,1,245.6,245.6
Sim,Almeida,59.608.342/0001-31,30/03/2025,medio,carro,165/75.15,Não,2,209.31,418.62
Sim,Dias e Filhos,32.097.465/0001-07,24/03/2024,medio,carro,195/65.13,Sim,2,159.04,318.08
Não,João Miguel Câmara,693.251.048-06,25/05/2023,medio,carro,175/65.15,Sim,1,158.64,158.64
Não,Josué Melo,271.980.345-60,27/07/2023,medio,carro,185/65.14,Não,2,241.09,482.18
Não,Sabrina Câmara,134.280.956-42,21/09/2023,grande,caminhão,215/55.17,Sim,1,169.28,169.28
Não,Pedro Lucas Ramos,567.093.418-01,14/12/2023,grande,caminhão,205/45.16,Sim,4,180.13,720.52
Sim,Lopes,71.095.846/0001-09,01/01/2024,medio,carro,165/65.16,Não,3,203.88,611.64
Não,Dr. Brayan Pastor,407.965.218-67,24/03/2023,grande,caminhão,205/55.16,Não,2,206.55,413.1
Sim,Aparecida,73.916.485/0001-31,05/08/2022,grande,caminhão,215/55.16,Sim,1,167.71,167.71
Sim,Porto Ltda.,31.502.897/0001-85,20/06/2024,grande,caminhão,215/45.16,Sim,4,152.36,609.44
Sim,Sampaio,85.960.143/0001-06,10/10/2022,grande,caminhão,205/70.17,Não,1,212.0,212.0
Sim,Dias e Filhos,32.097.465/0001-07,05/03/2023,grande,caminhão,205/70.17,Não,2,206.67,413.34
Não,Aurora Marques,812.460.973-03,28/05/2023,medio,carro,195/75.14,Sim,2,153.83,307.66
Sim,Dias e Filhos,32.097.465/0001-07,09/10/2022,medio,carro,165/65.16,Sim,5,153.78,768.9
Sim,Aparecida,73.916.485/0001-31,18/10/2022,grande,caminhão,205/70.16,Sim,1,151.2,151.2
Não,Srta. Alana da Mata,572.061.984-49,05/01/2025,grande,caminhão,225/65.15,Sim,6,181.28,1087.68
Sim,Cavalcante,65.098.174/0001-84,17/10/2022,medio,carro,185/65.14,Não,4,246.08,984.32
Não,Sra. Nicole Pimenta,514.309.826-24,01/10/2023,grande,caminhão,225/70.15,Sim,5,170.1,850.5
Sim,Cavalcante,65.098.174/0001-84,20/03/2025,grande,caminhão,215/55.16,Não,1,247.95,247.95
Sim,Costela,97.430.286/0001-87,22/10/2024,grande,caminhão,215/60.17,Não,1,234.3,234.3
Sim,Aparecida,73.916.485/0001-31,01/05/2023,medio,carro,165/75.15,Sim,5,155.52,777.6
Sim,Dias e Filhos,32.097.465/0001-07,16/12/2024,grande,caminhão,215/45.16,Sim,4,179.89,719.56
Não,Pedro Henrique da Paz,934.016.852-60,23/07/2023,grande,caminhão,205/65.16,Não,2,203.15,406.3
Sim,Cavalcante,65.098.174/0001-84,23/03/2024,medio,carro,175/75.15,Sim,5,189.55,947.75
Não,Matteo Freitas,937.182.564-28,15/06/2024,grande,caminhão,215/45.17,Não,5,220.18,1100.9
Sim,Dias e Filhos,32.097.465/0001-07,21/03/2024,grande,caminhão,215/70.17,Sim,1,162.19,162.19
Não,Rhavi Fernandes,462.103.597-52,19/03/2024,grande,caminhão,215/65.17,Não,4,215.99,863.96
Não,Bella da Mata,754.321.698-19,17/04/2024,medio,carro,175/65.13,Sim,1,188.39,188.39
Não,Rodrigo Albuquerque,138.049.567-93,23/02/2024,medio,carro,165/75.16,Não,4,243.08,972.32
Não,Ana Julia Silva,897.562.143-09,05/06/2023,grande,caminhão,225/70.17,Não,1,230.19,230.19
Sim,Aparecida,73.916.485/0001-31,06/03/2023,medio,carro,175/75.13,Sim,2,183.18,366.36
Não,Lara Pimenta,064.528.139-51,11/07/2024,grande,caminhão,225/60.15,Sim,6,159.47,956.82
Não,Heloísa Porto,241.035.968-05,20/02/2025,grande,caminhão,205/70.17,Não,4,213.48,853.92
Sim,Nascimento,04.163.295/0001-78,12/11/2023,grande,caminhão,225/55.16,Sim,5,177.49,887.45
Sim,Costela,97.430.286/0001-87,25/09/2024,medio,carro,195/65.13,Não,3,205.18,615.54
Não,Pedro Miguel Barbosa,093.647.518-84,31/05/2024,grande,caminhão,225/65.15,Não,4,215.58,862.32
Sim,Nascimento,04.163.295/0001-78,01/11/2022,medio,carro,165/65.14,Não,1,215.34,215.34
Sim,Lopes,71.095.846/0001-09,11/07/2024,grande,caminhão,205/45.16,Não,1,221.43,221.43
Sim,Almeida,59.608.342/0001-31,18/05/2025,medio,carro,175/65.14,Sim,4,150.86,603.44
Sim,Sampaio,85.960.143/0001-06,31/01/2024,grande,caminhão,205/45.15,Não,6,245.75,1474.5
Sim,Costela,97.430.286/0001-87,01/06/2023,grande,caminhão,225/60.15,Sim,5,172.19,860.95
Não,Renan da Cunha,362.170.489-22,06/04/2024,medio,carro,175/75.16,Sim,4,171.49,685.96
Sim,Nascimento,04.163.295/0001-78,22/08/2024,grande,caminhão,215/65.17,Sim,1,154.69,154.69
Não,Ester Nascimento,912.563.847-55,12/07/2023,grande,caminhão,225/45.15,Não,2,230.97,461.94
Sim,Nascimento,04.163.295/0001-78,29/05/2023,grande,caminhão,205/60.16,Sim,4,150.76,603.04
Não,João Vitor Cardoso,840.651.279-20,18/08/2022,grande,caminhão,225/65.16,Sim,4,176.41,705.64
Sim,Sampaio,85.960.143/0001-06,05/08/2023,grande,caminhão,215/55.17,Não,3,236.1,708.3
Não,Dra. Maitê Silva,329.546.780-38,25/10/2024,grande,caminhão,215/55.16,Não,2,202.23,404.46
Sim,Cavalcante,65.098.174/0001-84,24/09/2023,medio,carro,165/65.16,Sim,4,184.93,739.72
Não,Lara Vasconcelos,703.594.186-00,23/11/2024,medio,carro,195/65.14,Sim,1,165.09,165.09
Sim,Lopes,71.095.846/0001-09,18/10/2024,grande,caminhão,215/60.16,Não,6,246.16,1476.96
Sim,Porto Ltda.,31.502.897/0001-85,15/03/2023,grande,caminhão,225/65.16,Não,4,232.94,931.76
Não,Gustavo Melo,542.687.103-53,02/02/2025,medio,carro,175/75.14,Sim,3,168.16,504.48
Sim,Aparecida,73.916.485/0001-31,11/07/2022,grande,caminhão,225/60.17,Sim,1,177.23,177.23
Sim,Lopes,71.095.846/0001-09,04/05/2024,medio,carro,185/75.14,Sim,4,160.42,641.68
Sim,Almeida,59.608.342/0001-31,11/10/2024,medio,carro,195/65.16,Sim,2,157.11,314.22
Sim,Lopes,71.095.846/0001-09,07/01/2024,grande,caminhão,225/65.17,Não,6,204.49,1226.94
Não,Théo Rezende,632.401.985-33,20/07/2024,grande,caminhão,215/45.16,Não,6,208.54,1251.24
Não,Dra. Lavínia Aragão,392.471.650-16,19/07/2022,grande,caminhão,205/55.17,Sim,4,185.26,741.04
Não,Rafaela Cunha,714.082.563-71,27/01/2024,grande,caminhão,215/65.16,Sim,1,159.31,159.31
Sim,Lopes,71.095.846/0001-09,25/09/2022,grande,caminhão,205/60.16,Não,2,227.21,454.42
Não,Joaquim Pacheco,756.092.813-77,29/11/2022,grande,caminhão,225/60.17,Sim,1,163.42,163.42
Não,Maitê Marques,826.459.703-38,26/09/2022,grande,caminhão,225/65.16,Não,1,208.91,208.91
Não,Vitória Almeida,452.190.768-76,17/09/2022,medio,carro,175/65.15,Não,3,208.9,626.7
Sim,Cavalcante,65.098.174/0001-84,01/11/2022,grande,caminhão,215/45.15,Sim,5,158.02,790.1
Não,Davi Guerra,286.307.514-44,13/08/2022,grande,caminhão,205/55.15,Sim,2,189.53,379.06
Não,Davi Luiz Câmara,413.985.706-48,28/05/2023,medio,carro,195/65.16,Sim,5,181.07,905.35
Não,Heitor Cassiano,364.781.092-40,08/09/2022,grande,caminhão,205/70.16,Sim,5,169.99,849.95
Não,Vitor Gabriel Leão,072.493.186-40,06/08/2024,grande,caminhão,215/70.17,Sim,4,162.41,649.64
Sim,Almeida,59.608.342/0001-31,11/03/2025,medio,carro,195/75.14,Não,4,213.78,855.12
Não,Dra. Emilly Gomes,098.725.364-65,08/08/2022,medio,carro,185/75.13,Não,3,205.16,615.48
Não,Valentim Montenegro,532.867.490-10,15/12/2023,grande,caminhão,205/55.16,Sim,3,166.25,498.75
Sim,Aparecida,73.916.485/0001-31,06/04/2025,grande,caminhão,225/45.15,Sim,2,177.6,355.2
Sim,Sampaio,85.960.143/0001-06,04/12/2024,grande,caminhão,225/70.17,Sim,4,156.7,626.8
Sim,Cavalcante,65.098.174/0001-84,30/07/2023,medio,carro,175/75.13,Não,4,204.92,819.68
Sim,Cavalcante,65.098.174/0001-84,11/11/2024,grande,caminhão,225/65.16,Não,6,224.29,1345.74
Não,Luan Vieira,265.801.934-33,26/05/2024,grande,caminhão,205/70.15,Sim,3,150.63,451.89
Sim,Lopes,71.095.846/0001-09,23/11/2023,grande,caminhão,225/70.17,Não,5,228.97,1144.85
Sim,Aparecida,73.916.485/0001-31,01/07/2024,grande,caminhão,225/65.16,Sim,5,167.96,839.8
Não,Ana Vitória Casa Grande,091.534.286-33,11/06/2023,medio,carro,195/65.13,Não,4,216.54,866.16
Sim,Aparecida,73.916.485/0001-31,25/06/2023,medio,carro,175/75.13,Sim,3,162.6,487.8
Não,Natália Mendes,437.519.260-70,05/12/2023,grande,caminhão,205/70.17,Não,2,219.0,438.0
Não,Sr. Vinícius Rocha,126.045.983-70,26/01/2025,medio,carro,175/65.15,Não,6,249.76,1498.56
Não,Mariana Viana,461.928.305-33,25/12/2023,grande,caminhão,215/55.15,Não,4,237.12,948.48
Sim,Almeida,59.608.342/0001-31,20/06/2024,medio,carro,185/75.16,Sim,6,177.71,1066.26
Não,Luiza Guerra,046.735.821-44,11/12/2022,medio,carro,165/75.16,Sim,6,159.86,959.16
Não,Maria Alice Jesus,390.762.158-12,10/01/2025,medio,carro,175/75.13,Sim,1,158.13,158.13
Sim,Porto Ltda.,31.502.897/0001-85,31/03/2023,medio,carro,195/75.14,Não,4,226.48,905.92
Sim,Porto Ltda.,31.502.897/0001-85,09/09/2024,medio,carro,185/65.13,Sim,4,158.52,634.08
Sim,Aparecida,73.916.485/0001-31,15/01/2024,medio,carro,185/65.15,Sim,1,156.01,156.01
Sim,Almeida,59.608.342/0001-31,15/06/2022,grande,caminhão,205/55.17,Sim,4,163.75,655.0
Sim,Sampaio,85.960.143/0001-06,23/02/2023,grande,caminhão,205/65.17,Não,6,203.29,1219.74
Sim,Sampaio,85.960.143/0001-06,21/11/2022,grande,caminhão,225/60.17,Sim,6,177.91,1067.46
Sim,Lopes,71.095.846/0001-09,22/04/2024,medio,carro,185/65.13,Sim,5,177.28,886.4
Não,Anthony Gabriel Silva,270.819.345-79,25/02/2023,grande,caminhão,225/45.15,Sim,5,150.53,752.65
Não,Stella Barros,895.304.612-24,31/07/2022,medio,carro,195/65.16,Sim,1,178.73,178.73
Não,Cecilia Borges,537.042.618-07,26/03/2025,medio,carro,175/75.15,Não,6,200.91,1205.46
Não,Luana Monteiro,651.732.809-21,16/03/2024,grande,caminhão,205/70.17,Sim,4,188.62,754.48
Sim,Almeida,59.608.342/0001-31,31/08/2022,medio,carro,165/75.15,Não,4,221.35,885.4
Sim,Dias e Filhos,32.097.465/0001-07,14/06/2022,grande,caminhão,205/65.15,Sim,3,159.52,478.56
Sim,Lopes,71.095.846/0001-09,16/08/2024,grande,caminhão,205/65.16,Sim,3,158.68,476.04
Não,Henrique Gonçalves,821.079.654-20,26/09/2022,grande,caminhão,225/55.17,Sim,5,167.9,839.5
Sim,Costela,97.430.286/0001-87,08/10/2023,grande,caminhão,215/65.15,Sim,4,179.8,719.2
Sim,Costela,97.430.286/0001-87,10/10/2022,grande,caminhão,225/45.16,Não,6,228.98,1373.88
Sim,Porto Ltda.,31.502.897/0001-85,03/04/2025,grande,caminhão,205/60.17,Sim,4,155.78,623.12
Sim,Dias e Filhos,32.097.465/0001-07,08/10/2023,grande,caminhão,205/55.17,Não,2,223.59,447.18
Sim,Sampaio,85.960.143/0001-06,13/07/2024,grande,caminhão,225/70.16,Não,3,204.59,613.77
Sim,Moreira,98.503.472/0001-61,07/12/2022,medio,carro,195/75.16,Sim,1,177.61,177.61
Sim,Almeida,59.608.342/0001-31,17/12/2023,grande,caminhão,215/70.17,Sim,4,177.61,710.44
Não,Danilo Cardoso,216.048.795-30,04/05/2024,grande,caminhão,225/60.17,Não,4,203.2,812.8
Não,Maria Cecília Câmara,438.296.507-10,07/04/2024,grande,caminhão,225/70.17,Não,2,248.92,497.84
Sim,Sampaio,85.960.143/0001-06,14/04/2023,grande,caminhão,215/60.17,Não,4,234.67,938.68
Não,Mathias Sampaio,074.589.621-94,20/07/2024,grande,caminhão,205/65.15,Não,4,219.48,877.92
Não,Arthur Almeida,194.350.826-70,01/06/2025,medio,carro,185/65.14,Não,4,220.96,883.84
Não,Maria Luiza Viana,714.203.586-26,01/08/2023,medio,carro,175/65.14,Sim,5,165.58,827.9
Não,Sr. Luan Farias,631.982.745-91,06/05/2023,grande,caminhão,225/65.16,Não,5,246.16,1230.8
Sim,Nascimento,04.163.295/0001-78,17/11/2022,grande,caminhão,225/70.15,Sim,2,163.12,326.24
Não,Beatriz Guerra,520.763.189-68,07/07/2022,grande,caminhão,225/60.17,Não,1,234.95,234.95
Não,Marcos Vinicius Albuquerque,286.037.194-03,20/02/2023,grande,caminhão,205/45.16,Não,5,240.28,1201.4
Não,Sra. Maria Luísa Garcia,469.237.185-46,31/10/2023,grande,caminhão,205/55.17,Não,1,219.12,219.12
Não,José Miguel Sampaio,970.136.842-87,01/04/2023,grande,caminhão,225/60.15,Não,2,208.13,416.26
Sim,Dias e Filhos,32.097.465/0001-07,10/03/2024,grande,caminhão,205/55.15,Sim,4,160.97,643.88
Sim,Costela,97.430.286/0001-87,10/12/2024,medio,carro,165/65.16,Não,6,212.37,1274.22
Sim,Costela,97.430.286/0001-87,27/05/2025,grande,caminhão,225/45.17,Sim,5,185.2,926.0
Não,Joana Viana,319.502.467-52,21/09/2022,grande,caminhão,225/45.15,Sim,1,186.57,186.57
Sim,Aparecida,73.916.485/0001-31,10/06/2025,grande,caminhão,225/60.17,Sim,2,180.9,361.8
Sim,Dias e Filhos,32.097.465/0001-07,28/11/2024,medio,carro,165/65.15,Sim,1,180.61,180.61
Sim,Moreira,98.503.472/0001-61,08/09/2023,medio,carro,175/75.13,Não,6,216.59,1299.54
Não,Maria Sophia Peixoto,917.865.032-12,20/02/2024,medio,carro,175/65.14,Não,6,207.18,1243.08
Não,Dr. Enzo Gabriel da Paz,713.469.280-96,02/06/2025,medio,carro,195/75.13,Sim,2,155.85,311.7
Não,Raul Marques,528.403.716-26,24/07/2022,grande,caminhão,205/65.16,Sim,4,168.27,673.08
Não,Yago Abreu,031.726.548-26,30/05/2023,medio,carro,175/65.14,Não,1,205.43,205.43
Não,Sra. Lara Monteiro,485.710.263-35,10/06/2025,medio,carro,165/75.15,Sim,2,168.6,337.2
Não,Sr. Francisco Aparecida,124.596.078-49,11/08/2023,medio,carro,165/75.16,Não,6,204.79,1228.74
Não,Gustavo Henrique Barros,513.684.972-09,14/12/2023,grande,caminhão,225/60.17,Sim,2,173.95,347.9
Não,Otávio Sá,296.053.184-15,22/04/2023,grande,caminhão,215/45.17,Sim,2,164.72,329.44
Não,Dra. Gabriela Melo,970.431.265-25,16/05/2023,grande,caminhão,205/70.17,Não,4,237.33,949.32
Não,Kamilly Silveira,273.458.901-04,14/06/2024,medio,carro,175/65.14,Sim,1,153.23,153.23
Não,Sr. Fernando das Neves,284.306.951-33,28/07/2022,grande,caminhão,225/65.15,Não,6,239.61,1437.66
Não,Benício Campos,635.940.127-43,13/08/2024,medio,carro,175/75.14,Sim,3,167.39,502.17
Não,Sr. Mateus Martins,639.105.842-33,26/09/2022,grande,caminhão,225/60.17,Não,4,222.62,890.48
Não,Ravy Fogaça,164.732.859-46,14/06/2022,grande,caminhão,225/65.16,Não,3,214.44,643.32
Sim,Almeida,59.608.342/0001-31,25/07/2022,medio,carro,165/65.14,Não,2,227.11,454.22
Não,Marcela Pimenta,814.067.953-48,07/03/2024,grande,caminhão,205/65.17,Sim,3,153.8,461.4
Não,Pedro Miguel Barbosa,047.398.621-31,13/02/2024,grande,caminhão,215/65.15,Não,5,224.71,1123.55
Sim,Costela,97.430.286/0001-87,21/10/2023,medio,carro,185/75.16,Não,3,242.39,727.17
Sim,Sampaio,85.960.143/0001-06,30/11/2023,medio,carro,165/65.14,Sim,6,154.2,925.2
Não,Dr. Yan Sampaio,031.789.462-50,11/04/2023,medio,carro,165/65.14,Não,2,221.91,443.82
Sim,Cavalcante,65.098.174/0001-84,10/08/2024,medio,carro,165/65.13,Não,3,238.93,716.79
Sim,Moreira,98.503.472/0001-61,19/08/2024,grande,caminhão,225/60.16,Não,6,233.31,1399.86
Não,Sra. Ana Sophia Peixoto,367.580.149-75,07/08/2023,grande,caminhão,225/45.17,Sim,6,171.57,1029.42
Não,Ana Julia Souza,954.162.370-07,19/11/2024,grande,caminhão,215/45.15,Sim,3,153.96,461.88
Não,Mariane Barbosa,587.304.692-10,08/03/2025,medio,carro,195/65.14,Sim,5,187.8,939.0
Não,Levi Rios,304.819.672-22,31/08/2022,grande,caminhão,205/55.17,Não,1,242.93,242.93
Não,Sr. Antony Ramos,074.123.895-05,27/09/2024,grande,caminhão,225/60.17,Não,6,243.17,1459.02
Não,Juliana Costa,273.146.058-07,14/06/2022,medio,carro,185/65.13,Sim,6,178.13,1068.78
Sim,Porto Ltda.,31.502.897/0001-85,27/04/2023,grande,caminhão,205/60.16,Sim,1,156.53,156.53
Não,Otto Albuquerque,740.189.365-75,06/11/2024,grande,caminhão,215/65.16,Não,4,202.07,808.28
Não,Lavínia Siqueira,784.506.193-00,19/12/2024,grande,caminhão,225/70.17,Não,2,210.82,421.64
Não,Gabriela Nogueira,389.162.074-87,12/11/2023,medio,carro,165/65.16,Não,1,208.81,208.81
Sim,Nascimento,04.163.295/0001-78,28/01/2025,medio,carro,175/75.15,Não,3,245.75,737.25
Não,Sra. Isabella Macedo,103.489.725-04,07/06/2024,medio,carro,185/65.14,Sim,2,168.02,336.04
Sim,Cavalcante,65.098.174/0001-84,04/10/2022,grande,caminhão,215/60.15,Sim,1,152.3,152.3
Sim,Moreira,98.503.472/0001-61,07/12/2023,grande,caminhão,205/70.16,Sim,4,162.46,649.84
Não,Lucca da Luz,982.137.450-60,26/09/2022,medio,carro,185/65.13,Não,5,234.28,1171.4
Sim,Sampaio,85.960.143/0001-06,16/09/2024,medio,carro,195/75.13,Não,6,210.32,1261.92
Não,Luiz Henrique Monteiro,817.306.549-75,21/09/2023,grande,caminhão,215/70.16,Sim,2,165.58,331.16
Sim,Almeida,59.608.342/0001-31,16/01/2025,medio,carro,185/65.15,Sim,6,188.11,1128.66
Sim,Costela,97.430.286/0001-87,14/02/2025,grande,caminhão,205/60.16,Sim,4,179.06,716.24
Sim,Lopes,71.095.846/0001-09,29/12/2022,grande,caminhão,205/70.17,Não,1,246.3,246.3
Sim,Costela,97.430.286/0001-87,22/05/2023,medio,carro,195/75.14,Sim,1,162.29,162.29
Sim,Sampaio,85.960.143/0001-06,01/05/2025,medio,carro,195/75.14,Não,3,221.95,665.85
Não,Otto das Neves,712.985.463-46,15/10/2022,medio,carro,175/65.14,Sim,3,184.43,553.29
Não,Leandro Teixeira,348.971.025-88,08/01/2025,grande,caminhão,225/45.15,Não,2,212.97,425.94
Sim,Lopes,71.095.846/0001-09,10/06/2023,medio,carro,185/65.14,Sim,2,150.9,301.8
Não,Srta. Maria Helena Souza,462.135.897-91,01/12/2023,grande,caminhão,205/70.15,Não,4,227.68,910.72
Sim,Cavalcante,65.098.174/0001-84,09/08/2024,medio,carro,185/75.14,Sim,6,162.04,972.24
Sim,Moreira,98.503.472/0001-61,18/02/2024,medio,carro,175/65.16,Sim,4,176.92,707.68
Não,Luigi Teixeira,840.251.376-07,17/10/2022,medio,carro,195/75.14,Sim,1,173.71,173.71
Sim,Sampaio,85.960.143/0001-06,23/02/2025,medio,carro,185/75.15,Não,5,238.78,1193.9
Sim,Almeida,59.608.342/0001-31,24/03/2023,medio,carro,175/65.13,Sim,5,163.64,818.2
Não,Sr. Augusto Abreu,721.584.369-64,18/12/2024,grande,caminhão,225/60.15,Não,3,217.34,652.02
Sim,Nascimento,04.163.295/0001-78,10/09/2024,medio,carro,195/75.15,Não,4,211.82,847.28
Não,Sofia Pacheco,798.063.142-04,01/12/2024,medio,carro,165/75.13,Sim,3,169.96,509.88
Sim,Aparecida,73.916.485/0001-31,23/09/2023,medio,carro,185/65.13,Sim,6,156.09,936.54
Sim,Sampaio,85.960.143/0001-06,29/07/2024,grande,caminhão,205/65.15,Não,2,208.95,417.9
Não,Pedro Miguel Cirino,745.963.801-39,18/05/2025,medio,carro,175/75.13,Não,1,212.44,212.44
Sim,Nascimento,04.163.295/0001-78,14/11/2022,medio,carro,165/75.15,Não,2,223.01,446.02
Não,Manuella Almeida,184.267.590-76,01/12/2023,medio,carro,175/75.15,Sim,5,159.65,798.25
Sim,Almeida,59.608.342/0001-31,07/05/2023,medio,carro,185/65.15,Sim,6,188.09,1128.54
Não,Mariah Vieira,617.029.853-77,03/08/2023,grande,caminhão,205/65.16,Sim,2,152.64,305.28
Não,Rebeca Jesus,892.015.347-79,07/11/2023,medio,carro,185/65.15,Sim,3,162.16,486.48
Sim,Porto Ltda.,31.502.897/0001-85,18/03/2025,medio,carro,185/75.15,Não,3,207.2,621.6
Não,Maria Isis da Cunha,104.769.583-93,23/01/2024,grande,caminhão,215/55.15,Sim,6,161.41,968.46
Não,Maria Flor Lima,705.938.412-04,01/08/2022,medio,carro,185/75.13,Sim,6,185.14,1110.84
Não,Joana Câmara,950.348.261-51,11/09/2024,medio,carro,165/75.15,Não,4,205.88,823.52
Não,Arthur Guerra,428.901.753-32,07/04/2023,medio,carro,195/65.15,Sim,6,175.81,1054.86
Sim,Porto Ltda.,31.502.897/0001-85,15/07/2024,medio,carro,165/65.16,Não,2,235.47,470.94
Não,Vicente Nunes,431.785.602-62,19/03/2023,grande,caminhão,215/60.17,Não,4,207.34,829.36
Não,Cauê Rocha,106.423.875-08,01/03/2023,grande,caminhão,215/65.15,Não,6,224.1,1344.6
Sim,Cavalcante,65.098.174/0001-84,05/09/2024,grande,caminhão,205/70.15,Sim,1,166.05,166.05
Não,Arthur Miguel Cirino,974.815.203-05,14/08/2024,grande,caminhão,205/65.17,Sim,6,169.65,1017.9
Sim,Aparecida,73.916.485/0001-31,02/07/2023,medio,carro,175/75.16,Sim,6,168.19,1009.14
Não,Sr. Yan Gomes,198.647.203-50,29/04/2024,medio,carro,195/75.16,Não,2,238.94,477.88
Não,Maria Eduarda Pimenta,962.104.835-42,27/09/2022,grande,caminhão,205/60.16,Sim,2,188.28,376.56
Não,Otávio Garcia,713.860.925-68,31/12/2024,grande,caminhão,225/65.17,Sim,4,162.4,649.6
Não,Sr. Cauê Ramos,367.981.402-03,03/07/2023,grande,caminhão,225/65.15,Sim,6,170.65,1023.9
Não,Sofia Novais,065.183.429-51,23/12/2023,medio,carro,185/65.13,Sim,6,174.33,1045.98
Sim,Sampaio,85.960.143/0001-06,26/09/2022,medio,carro,185/75.13,Não,5,223.69,1118.45
Sim,Porto Ltda.,31.502.897/0001-85,13/11/2023,grande,caminhão,205/55.16,Não,4,239.53,958.12
Não,Marcelo das Neves,105.627.984-20,26/09/2022,grande,caminhão,215/60.16,Sim,3,175.58,526.74
Sim,Almeida,59.608.342/0001-31,19/05/2025,medio,carro,165/75.16,Sim,2,152.37,304.74
Sim,Aparecida,73.916.485/0001-31,10/07/2022,grande,caminhão,205/45.15,Não,3,221.11,663.33
Não,Ana Beatriz Sampaio,569.204.318-15,30/10/2024,medio,carro,165/65.15,Sim,5,155.86,779.3
Não,Mariane Almeida,183.905.462-05,18/04/2023,medio,carro,185/75.16,Não,2,204.87,409.74
Não,Rafaela Machado,451.736.982-09,26/12/2023,grande,caminhão,215/45.15,Sim,1,181.28,181.28
Não,Dr. Valentim Cunha,876.329.415-09,30/10/2023,grande,caminhão,215/45.17,Não,4,226.72,906.88
Não,Paulo Rios,023.714.865-07,26/09/2022,grande,caminhão,225/60.17,Não,6,235.58,1413.48
Sim,Porto Ltda.,31.502.897/0001-85,31/05/2023,medio,carro,175/65.14,Não,4,243.28,973.12
Sim,Aparecida,73.916.485/0001-31,04/10/2023,grande,caminhão,215/60.17,Sim,2,159.55,319.1
Não,Davi Lucca da Luz,846.230.751-17,29/09/2024,grande,caminhão,205/70.15,Não,1,226.99,226.99
Não,Heitor Andrade,358.927.140-04,31/03/2025,medio,carro,165/65.13,Sim,5,154.31,771.55
Não,Anthony Gabriel da Costa,913.056.284-89,21/08/2024,grande,caminhão,215/60.17,Não,3,244.91,734.73
Sim,Almeida,59.608.342/0001-31,07/11/2022,grande,caminhão,205/70.17,Sim,5,161.24,806.2
Não,Dr. Carlos Eduardo Duarte,261.058.497-02,15/05/2023,grande,caminhão,225/60.17,Sim,5,154.43,772.15
Não,Dra. Ayla Sousa,597.861.234-09,22/05/2025,medio,carro,195/65.16,Não,1,240.02,240.02
Sim,Cavalcante,65.098.174/0001-84,28/06/2024,medio,carro,185/65.15,Não,3,233.85,701.55
Sim,Moreira,98.503.472/0001-61,12/09/2024,grande,caminhão,205/65.17,Não,5,236.22,1181.1
Não,Yuri Santos,847.016.295-02,11/12/2024,medio,carro,195/75.13,Não,2,234.62,469.24
Não,Pedro Henrique Andrade,389.614.250-05,06/01/2025,medio,carro,175/65.15,Não,1,233.49,233.49
Não,Alice Moura,876.524.391-91,16/12/2024,grande,caminhão,225/70.17,Sim,1,173.09,173.09
Não,José Lopes,420.567.183-08,20/11/2024,medio,carro,195/65.15,Sim,4,182.36,729.44
Não,Maria Julia Aparecida,023.748.615-62,29/01/2023,medio,carro,185/75.15,Não,5,223.86,1119.3
Sim,Sampaio,85.960.143/0001-06,27/06/2023,medio,carro,165/65.14,Sim,1,184.74,184.74
Não,Luísa Araújo,462.157.809-01,21/12/2022,medio,carro,185/65.13,Sim,2,152.85,305.7
Sim,Moreira,98.503.472/0001-61,12/02/2025,grande,caminhão,215/60.15,Não,6,215.98,1295.88
Sim,Moreira,98.503.472/0001-61,21/12/2024,medio,carro,185/75.13,Sim,2,175.95,351.9
